,proteins
37721,PPAC_RAT
37722,RS27A_HUMAN
37723,LY9_HUMAN
37724,CADH6_MOUSE
37725,ESC_DROME
37726,APOC1_HUMAN
37727,LAT3_MOUSE
37728,MPR1_SCHPO
37729,RHG18_HUMAN
37730,RPE65_HUMAN
37731,PTN4_HUMAN
37732,DESI2_DANRE
37733,GRB10_HUMAN
37734,ADSV_MOUSE
37735,RGS16_MOUSE
37736,TAD2A_MOUSE
37737,LRRT1_HUMAN
37738,ELOV7_HUMAN
37739,XT6_XENTR
37740,FOXF_DROME
37741,YAP1_YEAST
37742,MTH1_DROME
37743,WNT1_HUMAN
37744,RHA2A_ARATH
37745,LRRN4_HUMAN
37746,YTH1_SCHPO
37747,DOP_MYCS2
37748,GSTA2_MOUSE
37749,SAV1_MOUSE
37750,HXA3_HUMAN
37751,IL31R_HUMAN
37752,UBP16_HUMAN
37753,CELE_CLOTH
37754,NRSN2_HUMAN
37755,SLRP_SALT1
37756,RU1C_DROME
37757,NUMB1_CAEEL
37758,IGHA_MOUSE
37759,DFD_DROME
37760,GPC5B_MOUSE
37761,RL103_ARATH
37762,WTIP_XENLA
37763,FBX31_HUMAN
37764,COR2A_HUMAN
37765,SGTB_RAT
37766,FABA_PSEAE
37767,FAD6E_ARATH
37768,CALR_CAEEL
37769,CDK4_RAT
37770,KNS1_YEAST
37771,RSLAA_HUMAN
37772,AP4B1_HUMAN
37773,KMO_RAT
37774,CLC2H_MOUSE
37775,HOL3_ARATH
37776,PPR1B_HUMAN
37777,MT1L_HUMAN
37778,CUF2_SCHPO
37779,AIR1_SCHPO
37780,C3H36_ARATH
37781,CD80_HUMAN
37782,YD012_YEAST
37783,PJA2_RAT
37784,PAX8_HUMAN
37785,T2R10_HUMAN
37786,TRMY_METJA
37787,CCKN_MOUSE
37788,RBX1B_DROME
37789,PSA1A_ARATH
37790,P2C37_ARATH
37791,BIOY_LACLM
37792,BRAT1_MOUSE
37793,SC5A6_HUMAN
37794,BRE4_CAEEL
37795,CAAT5_ARATH
37796,NACB1_YEAST
37797,VDAC_CANAL
37798,MSRB3_ARATH
37799,FBLN7_HUMAN
37800,WDR43_HUMAN
37801,FABPH_RAT
37802,RBOHJ_ARATH
37803,ARHG1_HUMAN
37804,PROF1_MAIZE
37805,PC_DROME
37806,TSN9_MOUSE
37807,FZD6_CANLF
37808,MKL_MYCTU
37809,MTAP_EMENI
37810,VIP1_SCHPO
37811,P2RX4_RAT
37812,FUBP2_MOUSE
37813,LA_HUMAN
37814,SYG_HUMAN
37815,RLGM1_TRYBB
37816,RT22_MOUSE
37817,NENF_MOUSE
37818,MIXL1_HUMAN
37819,PADI2_RAT
37820,THILH_CAEEL
37821,KAPCA_HUMAN
37822,NRM_MOUSE
37823,SIA8D_MOUSE
37824,S26A6_HUMAN
37825,RM52_MOUSE
37826,TRIM2_MOUSE
37827,AL4A1_HUMAN
37828,RGS11_RAT
37829,NU3M_MOUSE
37830,COPB_HUMAN
37831,ADH2_YEAST
37832,HYAL2_MOUSE
37833,BOML2_BOMVA
37834,LIN26_CAEEL
37835,TRIB2_HUMAN
37836,14332_MAIZE
37837,PLGF_MOUSE
37838,CPY57_ARATH
37839,FXD3B_XENLA
37840,TBCA_HUMAN
37841,RMLA1_ECOLI
37842,ACDSB_HUMAN
37843,RFC2_DROME
37844,EST1E_MOUSE
37845,M2K2_ARATH
37846,5NT1A_HUMAN
37847,NPVF_HUMAN
37848,CC50A_MOUSE
37849,GYS_DROME
37850,ALD1_RAT
37851,SNX14_HUMAN
37852,SETD7_DANRE
37853,PERK4_ARATH
37854,APOL2_HUMAN
37855,DHE4_YEAST
37856,SO3A1_HUMAN
37857,PT511_ARATH
37858,PIP11_ARATH
37859,TRI18_MOUSE
37860,RS132_ARATH
37861,IMG2_SCHPO
37862,TGFR2_CHICK
37863,FNBP1_RAT
37864,INP5E_HUMAN
37865,LIUE_PSEAE
37866,VP16B_DROME
37867,ATPB_BOVIN
37868,FBXL2_HUMAN
37869,ACT8_ARATH
37870,CP3A1_RAT
37871,KYNU_MOUSE
37872,Y3136_ARATH
37873,MUTYH_MOUSE
37874,TPCE_ASPFU
37875,CCND3_RAT
37876,RS15_RAT
37877,HIKES_HUMAN
37878,AFG2_YEAST
37879,RALB_HUMAN
37880,PSO2_SCHPO
37881,HIS2_YEAST
37882,TIGAR_HUMAN
37883,TPS6_ARATH
37884,ADRL_DROME
37885,IAPP_RAT
37886,CXB5_HUMAN
37887,1A17_ARATH
37888,FOXJ1_RAT
37889,CCD53_BOVIN
37890,LRC8E_HUMAN
37891,S5A1_MOUSE
37892,RAB4A_DANRE
37893,VDHAP_CHICK
37894,CEBPB_HUMAN
37895,ZDH15_MOUSE
37896,CATA1_CAEEL
37897,MAGT1_DANRE
37898,WDR48_CAEEL
37899,CSN3_HUMAN
37900,WRK58_ARATH
37901,PURA1_MOUSE
37902,RL27A_HUMAN
37903,TRPE_ARATH
37904,IFC2_CAEEL
37905,MDHM2_ARATH
37906,GBG4_HUMAN
37907,AIL7_ARATH
37908,AMRP_HUMAN
37909,BVMO_PSEPK
37910,MCFS1_YEAST
37911,INUE_ASPNC
37912,DMLR_ECOLI
37913,ADAS_RAT
37914,CYH3_MOUSE
37915,YHJ4_SCHPO
37916,ATX7_HUMAN
37917,MSC1_YEAST
37918,ACADS_HUMAN
37919,UPS1_ARATH
37920,WNT2B_HUMAN
37921,AKIP1_HUMAN
37922,TAT2_ARATH
37923,DGAT1_BOVIN
37924,FLIC_SALTY
37925,SPN2_SCHPO
37926,GUS_DROME
37927,CAH9_HUMAN
37928,ALKB8_HUMAN
37929,ZN580_HUMAN
37930,RL25_YEAST
37931,GPA1_DICDI
37932,SIP1_ORYSJ
37933,AAT_MYCTU
37934,TTF1_HUMAN
37935,ZG16_HUMAN
37936,C86A2_ARATH
37937,TCPB_DICDI
37938,REDA_DICDI
37939,NOT4_YEAST
37940,LYOX_HUMAN
37941,RBTN2_HUMAN
37942,ASF1A_MOUSE
37943,PAI1_HUMAN
37944,LAMP3_HUMAN
37945,EXOSX_HUMAN
37946,PSTB1_MYCTU
37947,GTR2_CHICK
37948,PANB1_ARATH
37949,CHST8_HUMAN
37950,G3P2_YEAST
37951,GLCD2_PICTO
37952,SPTC1_MOUSE
37953,S10A9_HUMAN
37954,CSN7A_HUMAN
37955,MX2_RAT
37956,COG8_CAEEL
37957,ECM1_MOUSE
37958,CIB3_HUMAN
37959,RT19_SCHPO
37960,MCPT4_MOUSE
37961,GPC4_MOUSE
37962,ETT1_SCHPO
37963,ZNT4_RAT
37964,AQPA_PELES
37965,NOL10_SCHPO
37966,SYT11_MOUSE
37967,MTEF1_HUMAN
37968,SGCG_MOUSE
37969,COTA_BACSU
37970,NR2C2_HUMAN
37971,NOP5A_ARATH
37972,VA0D2_ARATH
37973,BHLH9_HUMAN
37974,CYH2_HUMAN
37975,CDIPT_HUMAN
37976,HMGB5_ARATH
37977,FUCM_HUMAN
37978,BOK_MOUSE
37979,CCND1_RAT
37980,RS17_RAT
37981,FIGN_MOUSE
37982,ERG7_RAT
37983,SAR1B_HUMAN
37984,TBX18_MOUSE
37985,VPS18_HUMAN
37986,IP5P9_ARATH
37987,CRDL1_RAT
37988,ATL76_ARATH
37989,MBP_MOUSE
37990,CLIC5_RAT
37991,ANXB9_DROME
37992,TNFB_HUMAN
37993,KLK12_RAT
37994,RASN_MOUSE
37995,PMVK_MOUSE
37996,PMA4_ARATH
37997,JAML_HUMAN
37998,NAC1_CANLF
37999,DYRK3_HUMAN
38000,MARE1_RAT
38001,KCAB2_RAT
38002,UCMA_DANRE
38003,SKR1_CAEEL
38004,ADIP_RAT
38005,DEND_HUMAN
38006,B3AT_RAT
38007,EOMES_XENLA
38008,SOX10_RAT
38009,NBR1_MOUSE
38010,RP45C_ARATH
38011,CPEB1_HUMAN
38012,OX26_RAT
38013,ER_DROVI
38014,CLVS2_HUMAN
38015,RS4_DROME
38016,DIM1C_ARATH
38017,PR38A_HUMAN
38018,S5A1_HUMAN
38019,TM175_MOUSE
38020,RAB8A_HUMAN
38021,HADC_CLODI
38022,NOP56_SCHPO
38023,PTR17_ARATH
38024,BI1_RAT
38025,GDF6_HUMAN
38026,SENP5_HUMAN
38027,DHB1_RAT
38028,OR2C3_HUMAN
38029,DDRB_DEIRA
38030,MED31_SCHPO
38031,CSPI_ECOLI
38032,CBY1_MOUSE
38033,Z_LASSJ
38034,ZP3_BOVIN
38035,FER2_ARATH
38036,TBB7_GOSHI
38037,METC_ARATH
38038,TAB3_HUMAN
38039,SPG7_HUMAN
38040,CHP2_MYCTU
38041,IMPA1_RAT
38042,CLPB2_ORYSJ
38043,WDL3_ARATH
38044,ICK_MOUSE
38045,SERB2_ARATH
38046,IFEB_HELPO
38047,U119A_MOUSE
38048,WWOX_MOUSE
38049,2AAA_SCHPO
38050,INP2_YEAST
38051,PRDX6_HUMAN
38052,CNR2_HUMAN
38053,FGF6_HUMAN
38054,CEP57_MOUSE
38055,PLAG1_MOUSE
38056,CHST2_HUMAN
38057,CD8A_HUMAN
38058,IRE1_CAEEL
38059,S12A3_MOUSE
38060,PTN11_HUMAN
38061,PANB_SCHPO
38062,KI59C_DROME
38063,ACTC_MOUSE
38064,SOAT2_HUMAN
38065,RL7L_HUMAN
38066,CWC23_SCHPO
38067,SEC2_CANAL
38068,AT2A1_MOUSE
38069,NAAT1_DROMO
38070,TYB4_MOUSE
38071,AMPL_RAT
38072,BH140_ARATH
38073,PLAL1_HUMAN
38074,35KD_MYCTU
38075,ARNT2_MOUSE
38076,CTX11_LACTA
38077,SCL18_ARATH
38078,DYR1A_MOUSE
38079,PRM9_YEAST
38080,SBDS_MOUSE
38081,SC23B_HUMAN
38082,OR1L4_HUMAN
38083,NU50A_ARATH
38084,ACEA_PSEAE
38085,ANKR2_HUMAN
38086,RL41B_SCHPO
38087,COX3_MOUSE
38088,EXOC1_HUMAN
38089,PER62_ARATH
38090,GBP5_HUMAN
38091,KNAT5_ARATH
38092,CODY_BACSU
38093,SCAM1_ARATH
38094,KC1D_RAT
38095,SC22B_RAT
38096,PER28_ARATH
38097,RAGP2_ARATH
38098,O11L1_HUMAN
38099,PAWR_HUMAN
38100,SOX1_HUMAN
38101,IFM3_MOUSE
38102,FA9_BOVIN
38103,CSN2_MOUSE
38104,GBX2_MOUSE
38105,THAL_CHOCO
38106,14311_ARATH
38107,VRK2_HUMAN
38108,CA1_CONER
38109,ABCG2_RAT
38110,YIBI_ECOLI
38111,VAV2_MOUSE
38112,BPC7_ARATH
38113,IL12A_HUMAN
38114,RFX2_DANRE
38115,GONS3_ARATH
38116,NTF2_YEAST
38117,STXB4_MOUSE
38118,UBID_ECOLI
38119,GATA7_ARATH
38120,CASB_MOUSE
38121,RN141_MOUSE
38122,ATP5E_BOVIN
38123,SLX8_SCHPO
38124,WNT8B_MOUSE
38125,YCCJ_ECOLI
38126,SING_DROME
38127,RDH1_HUMAN
38128,UB2J1_MOUSE
38129,VPB26_MYCTU
38130,60A_DROME
38131,HVM16_MOUSE
38132,AT2C1_HUMAN
38133,DUS12_HUMAN
38134,CALRL_MOUSE
38135,CANB2_DROME
38136,CCAP_MANSE
38137,PRKN2_HUMAN
38138,MEK1_CAEEL
38139,PTH2_SCHPO
38140,CNGA1_HUMAN
38141,SDHF4_MOUSE
38142,LIGO1_MOUSE
38143,PLK1_RAT
38144,PEB3_DROME
38145,DGDG1_ARATH
38146,CSKP_RAT
38147,CISY_HUMAN
38148,NCOA7_HUMAN
38149,S1PR4_HUMAN
38150,FYN_CHICK
38151,ATCAY_RAT
38152,S35A2_HUMAN
38153,SUA5_PYRAB
38154,MQO2_PSEAE
38155,BH069_ARATH
38156,RS12_HUMAN
38157,U74E2_ARATH
38158,FOSLD_DROME
38159,UBE2K_MOUSE
38160,SESN1_MOUSE
38161,PP327_ARATH
38162,PGDH_RAT
38163,JAL27_ARATH
38164,NEUL_PIG
38165,LIPG_HUMAN
38166,KLRD1_MOUSE
38167,A1CF_RAT
38168,HCAR1_HUMAN
38169,ELF5_MOUSE
38170,NFYB9_ARATH
38171,RA54B_HUMAN
38172,QCR71_ARATH
38173,VKORL_HUMAN
38174,CGT_RAT
38175,AAK1_RAT
38176,AKA7A_HUMAN
38177,GFAP_HUMAN
38178,H11_MOUSE
38179,CYTL2_IXOSC
38180,NACB_SCHPO
38181,CATA_MOUSE
38182,STX8_RAT
38183,YCF3_ORYSA
38184,GBRB2_MOUSE
38185,SUMO1_RAT
38186,ST1A1_RAT
38187,CALM6_ARATH
38188,PUP12_ARATH
38189,DPOD2_BOVIN
38190,SULU_CAEEL
38191,RAS_SCHPO
38192,YBOX1_MOUSE
38193,FBW1A_HUMAN
38194,THIO_ECOLI
38195,PSB7B_ARATH
38196,MAP1_ECOLI
38197,CEP55_HUMAN
38198,NDUB9_ARATH
38199,GLGL1_ARATH
38200,HXK3_RAT
38201,RS30_HUMAN
38202,CCNB2_HUMAN
38203,PSS_YEAST
38204,OR1A1_HUMAN
38205,S36A2_RAT
38206,PRS4_DICDI
38207,Y1176_CORGB
38208,UQCC2_HUMAN
38209,YB7F_SCHPO
38210,FBSP1_DROME
38211,IL4RA_HUMAN
38212,UVR3_ARATH
38213,DLL3_HUMAN
38214,TLP1_ARATH
38215,S40A1_HUMAN
38216,RL17_DROME
38217,ZNT1_MOUSE
38218,CAD11_CHICK
38219,TRP_YEAST
38220,SAR1A_ARATH
38221,SOX10_XENLA
38222,PURB_RAT
38223,PSH1_YEAST
38224,UNG_CAEEL
38225,SMG9_CAEEL
38226,CSM5_MYCTU
38227,7B2_HUMAN
38228,SUUR_DROME
38229,CCL13_HUMAN
38230,RAE1_HUMAN
38231,GALT3_HUMAN
38232,NDUS7_MOUSE
38233,GCM_DROME
38234,CNGA2_RAT
38235,PTF1A_DANRE
38236,GRF3_ARATH
38237,SFRP4_RAT
38238,SIA8A_MOUSE
38239,DOF15_ARATH
38240,NDK6_MOUSE
38241,THI5_CANAL
38242,ROA1_MOUSE
38243,CRHBP_RAT
38244,MARE3_HUMAN
38245,LIS1_DICDI
38246,AL2C4_ARATH
38247,VIME_HUMAN
38248,TPDA1_COMSP
38249,IDD_HUMAN
38250,ALDH_ARTNI
38251,PKRI1_HUMAN
38252,P2R3C_MOUSE
38253,RHG18_MOUSE
38254,5HT3B_HUMAN
38255,KLK4_HUMAN
38256,SIR2_CAEEL
38257,DCP2_MOUSE
38258,RS15A_RAT
38259,PSB3_DICDI
38260,ARFU_ARATH
38261,SGMR1_MOUSE
38262,TWIST_XENLA
38263,RB11A_MOUSE
38264,KITH_HUMAN
38265,NBP35_SCHPO
38266,RS4C_SCHPO
38267,FLAV_ECOLI
38268,SEC13_SCHPO
38269,PYRG_DROME
38270,BAIP2_RAT
38271,CLM1_HUMAN
38272,CSK1_SCHPO
38273,HRSL3_MOUSE
38274,RAB4A_RAT
38275,DLG4_RAT
38276,KAT1_HUMAN
38277,KTR2_YEAST
38278,SSX1_HUMAN
38279,ASIC2_HUMAN
38280,PDE4B_HUMAN
38281,RET2_HUMAN
38282,TM11D_HUMAN
38283,RR4_ORYSJ
38284,SERA_SCHPO
38285,FCERG_HUMAN
38286,FPPS_SCHPO
38287,SOAT2_RAT
38288,CEP63_MOUSE
38289,NEDD4_RAT
38290,AGRG1_MOUSE
38291,VATB_YEAST
38292,TPTE_HUMAN
38293,AAMP_BOVIN
38294,PRLR_BOVIN
38295,RDL3_ARATH
38296,TC10A_ARATH
38297,TRPC1_HUMAN
38298,SRPX_HUMAN
38299,LRFN2_HUMAN
38300,CXXC4_HUMAN
38301,NAC54_ARATH
38302,GNL1_HUMAN
38303,PSMD8_HUMAN
38304,SIGD_ARATH
38305,I4OMT_LOTJA
38306,S27A6_HUMAN
38307,CSN6_DROME
38308,ZIM17_YEAST
38309,PDI52_ARATH
38310,MT21D_HUMAN
38311,PEK10_ARATH
38312,ANMK_ECOLI
38313,VPS25_MOUSE
38314,RFC1_DROME
38315,DXS_ARATH
38316,PLS3_HUMAN
38317,ZN148_DANRE
38318,IF5A_DICDI
38319,RLM1A_ARATH
38320,VNX1_YEAST
38321,RAB9A_MOUSE
38322,CWF14_SCHPO
38323,ZN425_HUMAN
38324,CNGC9_ARATH
38325,OSTCN_CANLF
38326,RHG42_MOUSE
38327,RPOS_PSEAE
38328,GBRB2_RAT
38329,YCP8_SCHPO
38330,KTR7_YEAST
38331,WFDC1_MOUSE
38332,IL13_RAT
38333,PUMP1_ARATH
38334,NIK1_ARATH
38335,ACH1_YEAST
38336,PAR2_MOUSE
38337,STEL2_DROME
38338,HIBCH_MOUSE
38339,K1C17_MOUSE
38340,STAM2_CHICK
38341,SYCE1_RAT
38342,MCM7_ARATH
38343,Y890_MYCTU
38344,SCP26_ARATH
38345,AP1M1_YEAST
38346,MCEE_MOUSE
38347,FKPC1_CAEEL
38348,ETV2_MOUSE
38349,ATP5J_RAT
38350,SRXN1_MOUSE
38351,SC6A9_RAT
38352,ADCA_DICDI
38353,ICML2_ARATH
38354,PCMB_XANP2
38355,C90D1_ARATH
38356,IL3_MOUSE
38357,YNT3_SCHPO
38358,HEM1_YEAST
38359,HFA7B_ARATH
38360,SMOX_MOUSE
38361,LYS3O_CATAD
38362,COE1_RAT
38363,NONO_MOUSE
38364,THB_CHICK
38365,WOX3_ARATH
38366,CHSS2_HUMAN
38367,PRS4_SCHPO
38368,ANFC_RAT
38369,MOBP_RAT
38370,MCCA_ARATH
38371,CAPPA_METTH
38372,TS1R2_MOUSE
38373,PIPNB_RAT
38374,GTE8_ARATH
38375,DAZP2_HUMAN
38376,GLRB_MOUSE
38377,CBPC_DICDI
38378,NGN3_MOUSE
38379,ACKR1_MOUSE
38380,HYAL4_MOUSE
38381,DIDA_AGKCO
38382,SAR1_CAEEL
38383,OTU1_HUMAN
38384,COW_DROME
38385,PKD2_ORYLA
38386,MOC2B_DROME
38387,HEG_DANRE
38388,PA2G5_RAT
38389,GATA2_MOUSE
38390,SENP2_RAT
38391,CYSK2_CAEEL
38392,EIF3H_MOUSE
38393,CP3AD_MOUSE
38394,ADIP_MOUSE
38395,O4C46_HUMAN
38396,ESTD_HUMAN
38397,BH025_ARATH
38398,FAD3C_HELAN
38399,HYB2_HYPLU
38400,RLI1_YEAST
38401,DGKA_HUMAN
38402,ATG10_HUMAN
38403,ADM1A_MOUSE
38404,PSD10_YEAST
38405,TNR12_MOUSE
38406,TY3H_DROME
38407,OR5K2_HUMAN
38408,MYB57_ARATH
38409,SERA_DICDI
38410,VPC39_MYCTU
38411,CNOT7_HUMAN
38412,PEX2_HUMAN
38413,PARE_PSEAE
38414,CSTN3_HUMAN
38415,RSSA1_ARATH
38416,TGFB1_CHLAE
38417,ZN350_HUMAN
38418,GRM2_HUMAN
38419,NR1H3_HUMAN
38420,CXB2_RAT
38421,RAD25_SCHPO
38422,YHEH_SCHPO
38423,YIGL_ECOLI
38424,RMD3_MOUSE
38425,PSPB_MOUSE
38426,TGON2_MOUSE
38427,KCJ14_RAT
38428,GRXC5_ARATH
38429,RPE65_BOVIN
38430,CCR4_HUMAN
38431,NDF6_MOUSE
38432,VAMP5_HUMAN
38433,TCHP_HUMAN
38434,ARAE1_ARATH
38435,PPARA_HUMAN
38436,ARHG9_HUMAN
38437,YAJ9_YEAST
38438,RS27_SCHPO
38439,BASP1_RAT
38440,GTR2_MOUSE
38441,NMUR1_MOUSE
38442,QCR10_MOUSE
38443,VIP_BOVIN
38444,BARX2_HUMAN
38445,TIMP2_MOUSE
38446,LRAD4_HUMAN
38447,PA2B1_BOTMA
38448,ZIC1_MOUSE
38449,BEX6_MOUSE
38450,MK14A_DANRE
38451,FCERB_HUMAN
38452,LYN_HUMAN
38453,PP2A4_YEAST
38454,IBP5_HUMAN
38455,PPE2_HUMAN
38456,CATIN_DROME
38457,AAAD_MOUSE
38458,GL1_ARATH
38459,NAAT1_DROGR
38460,DCTN6_MOUSE
38461,H2AJ_HUMAN
38462,GAL80_YEAST
38463,OGT_ECOLI
38464,ODPA_YEAST
38465,SC65_HUMAN
38466,IL36G_HUMAN
38467,OR4B1_HUMAN
38468,STF3_MYCTU
38469,WDR18_DANRE
38470,IDI2_ARATH
38471,MPPB_YEAST
38472,NUP49_YEAST
38473,AZIN1_MOUSE
38474,ENG2_YEAST
38475,MTNA_ARATH
38476,NNRD_RAT
38477,CYF_ORYNI
38478,PMVK_HUMAN
38479,AVIL_HUMAN
38480,VANG2_DANRE
38481,GON2_HUMAN
38482,RCOR2_RAT
38483,TRI54_MOUSE
38484,GTR7_HUMAN
38485,IFT22_TRYB2
38486,UBC17_ARATH
38487,NDS5A_ARATH
38488,BMGDS_SYNY3
38489,LSG1_HUMAN
38490,MARK2_MOUSE
38491,RGL1_ARATH
38492,T7H_TAXCU
38493,RPFD_MYCTU
38494,NOL3_MOUSE
38495,OLIG1_MOUSE
38496,GEM1_YEAST
38497,PENK_HUMAN
38498,ATC1_SCHPO
38499,CYP7_YEAST
38500,ASAH1_MOUSE
38501,M3K8_HUMAN
38502,GLPR_PSEAE
38503,CISYP_DICDI
38504,GEM_MOUSE
38505,ETS1_MOUSE
38506,KHDR1_CHICK
38507,ATPA_SYNY3
38508,UBS3A_HUMAN
38509,PAK3_MOUSE
38510,COMT1_SCHPO
38511,AT5G1_RAT
38512,NU4C_ORYSI
38513,S27A2_HUMAN
38514,TMEDA_YEAST
38515,SP4A_BACAN
38516,NDK7_MOUSE
38517,CAH4_RAT
38518,S17A4_HUMAN
38519,ECI1_HUMAN
38520,HPR2_ARATH
38521,OR4CF_HUMAN
38522,NEK4_MOUSE
38523,KRE6_YEAST
38524,TMN6_ARATH
38525,MTR1A_RAT
38526,YEAH_SCHPO
38527,GLF_MYCTU
38528,RM51_MOUSE
38529,KAPC_DROME
38530,ATU2_SCHPO
38531,GLPX_ECOLI
38532,GNAT2_BOVIN
38533,MDV1_YEAST
38534,PURA_MAGO7
38535,IDGF5_DROME
38536,GLPK_ECOLI
38537,KPC2_DROME
38538,CP2F1_HUMAN
38539,RK_HUMAN
38540,EF1A2_HUMAN
38541,APJA_DANRE
38542,PMS2_CHICK
38543,LEUK_MOUSE
38544,KCNA6_HUMAN
38545,GNPAT_RAT
38546,PRT32_HYDCO
38547,GEMC1_XENLA
38548,SPYA_HUMAN
38549,RSLE1_ORYSJ
38550,XYLA_ECOLI
38551,1C14_HUMAN
38552,MXI1_HUMAN
38553,RL301_ARATH
38554,RS13_SCHPO
38555,ACR12_ARATH
38556,O52A1_HUMAN
38557,RASH_MOUSE
38558,NLGN3_RAT
38559,SRW1_SCHPO
38560,2ABB_HUMAN
38561,COQ8A_MOUSE
38562,LIRB5_HUMAN
38563,APBA1_HUMAN
38564,YI75_SCHPO
38565,UBP15_RAT
38566,ERP_MYCTU
38567,EPM2A_MOUSE
38568,SNC1_YEAST
38569,GST6_CAEEL
38570,HINT1_HUMAN
38571,SCNNA_RAT
38572,PBL7_ARATH
38573,ATX3_RAT
38574,HS181_ORYSJ
38575,SRK2F_ARATH
38576,SRRT_MOUSE
38577,KCNJ1_MOUSE
38578,SPK1_SCHPO
38579,TFF2_MOUSE
38580,TOT2A_HADVE
38581,EF2K_HUMAN
38582,H1FNT_HUMAN
38583,DHN1_AVIMR
38584,SMOX_HUMAN
38585,RS25B_SCHPO
38586,NDBAB_ARATH
38587,TOP1_RAT
38588,G3P1_DROME
38589,HBAT_HUMAN
38590,PABP2_HUMAN
38591,VPS50_RAT
38592,AMFR_HUMAN
38593,MDGA1_MOUSE
38594,QCR8_SCHPO
38595,UBE2H_MOUSE
38596,RX21_DROME
38597,ACL7A_MOUSE
38598,CNEPB_DANRE
38599,TGM2_MOUSE
38600,1B54_HUMAN
38601,CNNM2_HUMAN
38602,GLDH_ARATH
38603,NAC43_ARATH
38604,UBE2S_HUMAN
38605,SCUB3_MOUSE
38606,RB11B_MOUSE
38607,KCNC4_MOUSE
38608,CATD_MOUSE
38609,RHOH_MOUSE
38610,MFP_ORYSJ
38611,BRE1_CAEEL
38612,AP2A1_MOUSE
38613,MGST1_RAT
38614,BMAL1_HUMAN
38615,CSTN2_MOUSE
38616,MTBP_HUMAN
38617,LDHB_MOUSE
38618,VATL1_CAEEL
38619,CADH3_MOUSE
38620,KLC1_HUMAN
38621,SWD2_SCHPO
38622,GBRA2_HUMAN
38623,MCM3_YEAST
38624,CYT1_ARATH
38625,CE120_HUMAN
38626,RUFY1_HUMAN
38627,RM13_HUMAN
38628,PI42A_HUMAN
38629,TRM6_SCHPO
38630,ERG26_SCHPO
38631,PENK_RAT
38632,ZNF12_HUMAN
38633,FIMB_DICDI
38634,PRKRA_RAT
38635,DLGP1_RAT
38636,RPM1_ARATH
38637,RAC1_ORYSJ
38638,IP5P1_ARATH
38639,AGO2_RAT
38640,FA57B_MOUSE
38641,GAL83_YEAST
38642,ORR5_ORYSJ
38643,IFT57_MOUSE
38644,H17B6_HUMAN
38645,ERG4_YEAST
38646,PCBP2_MOUSE
38647,DPOLB_RAT
38648,NMT1_HUMAN
38649,CLPP4_ARATH
38650,PFA4_YEAST
38651,RM24_DROME
38652,SIA7C_HUMAN
38653,PO4F3_HUMAN
38654,NOC3L_MOUSE
38655,HYEP_MOUSE
38656,ARY1_RAT
38657,I17RB_MOUSE
38658,NDX1_THETH
38659,DDB2_MOUSE
38660,PIK1_CANAL
38661,BETL_LISMN
38662,EF1D_MOUSE
38663,TPX2_HUMAN
38664,ISU1_SCHPO
38665,HMGN2_RAT
38666,HEXI1_MOUSE
38667,ITBL_CAEEL
38668,KCNJ4_RAT
38669,ANFB_HUMAN
38670,FZD1_HUMAN
38671,CACB4_MOUSE
38672,PRIC2_MOUSE
38673,VHL_RAT
38674,MCCA_SOYBN
38675,SEBP1_ARATH
38676,DHSO_HUMAN
38677,PI21_ORYSJ
38678,FCL_MOUSE
38679,AQP11_MOUSE
38680,MAX2_CAEEL
38681,CSLC4_ARATH
38682,CATA1_ARATH
38683,GTAA_DICDI
38684,IF4A2_HUMAN
38685,FANCC_MOUSE
38686,BCL6_HUMAN
38687,COG2_SCHPO
38688,QSOX1_ARATH
38689,ADF7_ARATH
38690,CHAD_MOUSE
38691,N6MT2_HUMAN
38692,G3P_MYCTU
38693,MCA_STRCO
38694,GLNA_ECOLI
38695,AGT2L_DROME
38696,FESII_AZOVI
38697,PPCS_HUMAN
38698,SGCG_HUMAN
38699,EPHB3_MOUSE
38700,ICOS_MOUSE
38701,BGL20_ARATH
38702,MB211_MOUSE
38703,SH3G1_HUMAN
38704,UCRIA_ARATH
38705,MTA70_HUMAN
38706,GBR1_CAEEL
38707,PRP19_ORYSJ
38708,MCCA_HUMAN
38709,PLCA_MOUSE
38710,THI20_YEAST
38711,TRI63_MOUSE
38712,MSMO_SCHPO
38713,NKX31_MOUSE
38714,IF5_DROME
38715,GGAP1_ARATH
38716,FAXC_OXYSU
38717,CP29A_ARATH
38718,CLD1_RAT
38719,THYN1_HUMAN
38720,TEST_MOUSE
38721,TF2AY_MOUSE
38722,THI12_YEAST
38723,CFAD_RAT
38724,DCOR_SCHPO
38725,SPR28_YEAST
38726,COL11_DANRE
38727,ARGI2_SCHPO
38728,HR96_DROME
38729,NKAP_DROME
38730,BTG2_RAT
38731,BUD13_HUMAN
38732,PMP20_EMENI
38733,TBA2_DROME
38734,THOC3_HUMAN
38735,UBP2_RAT
38736,VPS4_ARATH
38737,BH144_ARATH
38738,PDE1B_BOVIN
38739,GNP1_YEAST
38740,CP2AD_HUMAN
38741,SUN2_MOUSE
38742,PRS4_RAT
38743,GLRX4_SCHPO
38744,F16P_SCHPO
38745,UVRAG_HUMAN
38746,SPD1B_XENLA
38747,PORC_ARATH
38748,SLAF5_MOUSE
38749,NDST4_MOUSE
